33, 14, 0, 191, 191, 191
34, 14, 0, 191, 191, 191
35, 14, 0, 191, 191, 191
36, 14, 0, 191, 191, 191
37, 14, 0, 191, 191, 191
38, 14, 0, 191, 191, 191
40, 14, 0, 191, 191, 191
31, 15, 0, 191, 191, 191
32, 15, 0, 191, 191, 191
33, 15, 0, 191, 191, 191
34, 15, 0, 191, 191, 191
35, 15, 0, 191, 191, 191
36, 15, 0, 191, 191, 191
37, 15, 0, 191, 191, 191
38, 15, 0, 191, 191, 191
39, 15, 0, 191, 191, 191
40, 15, 0, 191, 191, 191
41, 15, 0, 191, 191, 191
30, 16, 0, 191, 191, 191
31, 16, 0, 191, 191, 191
32, 16, 0, 191, 191, 191
33, 16, 0, 191, 191, 191
34, 16, 0, 191, 191, 191
35, 16, 0, 191, 191, 191
36, 16, 0, 191, 191, 191
37, 16, 0, 191, 191, 191
38, 16, 0, 191, 191, 191
39, 16, 0, 191, 191, 191
40, 16, 0, 191, 191, 191
41, 16, 0, 191, 191, 191
31, 17, 0, 191, 191, 191
32, 17, 0, 191, 191, 191
33, 17, 0, 191, 191, 191
34, 17, 0, 191, 191, 191
35, 17, 0, 191, 191, 191
36, 17, 0, 191, 191, 191
37, 17, 0, 191, 191, 191
38, 17, 0, 191, 191, 191
39, 17, 0, 191, 191, 191
40, 17, 0, 191, 191, 191
41, 17, 0, 191, 191, 191
31, 18, 0, 191, 191, 191
32, 18, 0, 191, 191, 191
33, 18, 0, 191, 191, 191
34, 18, 0, 191, 191, 191
35, 18, 0, 191, 191, 191
36, 18, 0, 191, 191, 191
37, 18, 0, 191, 191, 191
38, 18, 0, 191, 191, 191
39, 18, 0, 191, 191, 191
40, 18, 0, 191, 191, 191
41, 18, 0, 191, 191, 191
33, 19, 0, 191, 191, 191
34, 19, 0, 191, 191, 191
35, 19, 0, 191, 191, 191
36, 19, 0, 191, 191, 191
37, 19, 0, 191, 191, 191
38, 19, 0, 191, 191, 191
39, 19, 0, 191, 191, 191
29, 14, 1, 191, 191, 191
30, 14, 1, 191, 191, 191
31, 14, 1, 191, 191, 191
32, 14, 1, 191, 191, 191
33, 14, 1, 191, 191, 191
34, 14, 1, 191, 191, 191
35, 14, 1, 191, 191, 191
36, 14, 1, 191, 191, 191
37, 14, 1, 191, 191, 191
38, 14, 1, 191, 191, 191
39, 14, 1, 191, 191, 191
40, 14, 1, 191, 191, 191
41, 14, 1, 191, 191, 191
42, 14, 1, 191, 191, 191
43, 14, 1, 191, 191, 191
28, 15, 1, 191, 191, 191
29, 15, 1, 191, 191, 191
30, 15, 1, 191, 191, 191
36, 14, 394, 191, 191, 191
35, 14, 394, 191, 191, 191
34, 14, 394, 191, 191, 191
42, 15, 1, 191, 191, 191
43, 15, 1, 191, 191, 191
